Singing the Easy Intervals:m2,4.0,1734723476.5391629
Singing the Easy Intervals:-M2,4.0,1734723476.5391629
Singing the Easy Intervals:-m2,4.0,1734723476.5391629
Singing the Easy Intervals:-m3,4.0,1734723476.5391629
Singing the Easy Intervals:-P5,4.0,1734723476.5391629
Singing the Easy Intervals:M2,4.0,1734723476.5391629
Singing the Easy Intervals:P5,3.8,1734723476.5391629
Singing the Easy Intervals:P4,3.5,1734723476.5391629
Singing the Easy Intervals:m3,3.0,1734723476.5391629
Singing the Easy Intervals:-M6,2.0,1734723476.5391629
Singing the Easy Intervals:m7,2.0,1734723476.5391629
Singing the Easy Intervals:-P4,2.0,1734723476.5391629
Singing the Easy Intervals:M6,1.0,1734723476.5391629
Singing the Hard Intervals:M3,3.5,1734800013.030464
Singing the Hard Intervals:M7,3.25,1734800013.030464
Singing the Hard Intervals:-M3,3.0,1734800013.030464
Singing the Hard Intervals:-M7,2.5,1734800013.030464
Singing the Hard Intervals:-m6,2.3333333333333335,1734800013.030464
Singing the Hard Intervals:-Aug4,2.3333333333333335,1734800013.030464
Singing the Hard Intervals:m6,2.25,1734800013.030464
Singing the Hard Intervals:Aug4,2.0,1734800013.030464
Singing the Hard Intervals:-m7,1.5,1734800013.030464
Singing the Easy Intervals:m2,4.0,1734801260.357659
Singing the Easy Intervals:-M2,4.0,1734801260.357659
Singing the Easy Intervals:-m2,4.0,1734801260.357659
Singing the Easy Intervals:M2,4.0,1734801260.357659
Singing the Easy Intervals:P5,3.8,1734801260.357659
Singing the Easy Intervals:-m3,3.75,1734801260.357659
Singing the Easy Intervals:P4,3.6666666666666665,1734801260.357659
Singing the Easy Intervals:m3,3.5,1734801260.357659
Singing the Easy Intervals:-P5,3.5,1734801260.357659
Singing the Easy Intervals:M6,3.25,1734801260.357659
Singing the Easy Intervals:m7,2.75,1734801260.357659
Singing the Easy Intervals:-P4,2.75,1734801260.357659
Singing the Easy Intervals:-M6,2.6666666666666665,1734801260.357659
Singing the Hard Intervals:M3,3.3333333333333335,1734886461.399777
Singing the Hard Intervals:M7,3.2,1734886461.399777
Singing the Hard Intervals:-M3,3.0,1734886461.399777
Singing the Hard Intervals:-M7,2.6666666666666665,1734886461.399777
Singing the Hard Intervals:m6,2.4,1734886461.399777
Singing the Hard Intervals:-m6,2.3333333333333335,1734886461.399777
Singing the Hard Intervals:Aug4,2.25,1734886461.399777
Singing the Hard Intervals:-Aug4,2.25,1734886461.399777
Singing the Hard Intervals:-m7,1.6,1734886461.399777
Singing the Medium Intervals:-m2,4.0,1734887784.8219433
Singing the Medium Intervals:m2,4.0,1734887784.8219433
Singing the Medium Intervals:M2,4.0,1734887784.8219433
Singing the Medium Intervals:m3,3.8,1734887784.8219433
Singing the Medium Intervals:P4,3.75,1734887784.8219433
Singing the Medium Intervals:-M2,3.7142857142857144,1734887784.8219433
Singing the Medium Intervals:-P4,3.2857142857142856,1734887784.8219433
Singing the Medium Intervals:-M6,3.0,1734887784.8219433
Singing the Medium Intervals:P5,3.0,1734887784.8219433
Singing the Medium Intervals:m7,2.8333333333333335,1734887784.8219433
Singing the Medium Intervals:-P5,2.8333333333333335,1734887784.8219433
Singing the Medium Intervals:-m3,2.75,1734887784.8219433
Singing the Medium Intervals:M6,2.5,1734887784.8219433
Singing the Hard Intervals:-M3,3.6666666666666665,1734913358.9092705
Singing the Hard Intervals:M3,3.4,1734913358.9092705
Singing the Hard Intervals:M7,3.2,1734913358.9092705
Singing the Hard Intervals:-M7,2.75,1734913358.9092705
Singing the Hard Intervals:-Aug4,2.625,1734913358.9092705
Singing the Hard Intervals:Aug4,2.4,1734913358.9092705
Singing the Hard Intervals:m6,2.4,1734913358.9092705
Singing the Hard Intervals:-m6,2.3333333333333335,1734913358.9092705
Singing the Hard Intervals:-m7,1.6,1734913358.9092705
Singing the Hard Intervals:-M3,3.7142857142857144,1734974661.4713454
Singing the Hard Intervals:M3,3.4,1734974661.4713454
Singing the Hard Intervals:M7,3.3333333333333335,1734974661.4713454
Singing the Hard Intervals:-M7,3.142857142857143,1734974661.4713454
Singing the Hard Intervals:-Aug4,2.625,1734974661.4713454
Singing the Hard Intervals:Aug4,2.4,1734974661.4713454
Singing the Hard Intervals:m6,2.4,1734974661.4713454
Singing the Hard Intervals:-m6,2.0,1734974661.4713454
Singing the Hard Intervals:-m7,1.6,1734974661.4713454
Singing the Medium Intervals:-m2,4.0,1735015607.4442103
Singing the Medium Intervals:m2,4.0,1735015607.4442103
Singing the Medium Intervals:M2,4.0,1735015607.4442103
Singing the Medium Intervals:P4,3.8333333333333335,1735015607.4442103
Singing the Medium Intervals:m3,3.8,1735015607.4442103
Singing the Medium Intervals:-M2,3.7142857142857144,1735015607.4442103
Singing the Medium Intervals:-m3,3.5,1735015607.4442103
Singing the Medium Intervals:-P4,3.4444444444444446,1735015607.4442103
Singing the Medium Intervals:M6,3.3333333333333335,1735015607.4442103
Singing the Medium Intervals:-P5,3.125,1735015607.4442103
Singing the Medium Intervals:-M6,3.0,1735015607.4442103
Singing the Medium Intervals:P5,3.0,1735015607.4442103
Singing the Medium Intervals:m7,2.8333333333333335,1735015607.4442103
Singing the Hard Intervals:-M3,3.7142857142857144,1735065022.6011422
Singing the Hard Intervals:M3,3.5,1735065022.6011422
Singing the Hard Intervals:M7,3.3333333333333335,1735065022.6011422
Singing the Hard Intervals:-M7,3.142857142857143,1735065022.6011422
Singing the Hard Intervals:-Aug4,2.5555555555555554,1735065022.6011422
Singing the Hard Intervals:m6,2.4,1735065022.6011422
Singing the Hard Intervals:Aug4,2.2857142857142856,1735065022.6011422
Singing the Hard Intervals:-m6,1.875,1735065022.6011422
Singing the Hard Intervals:-m7,1.75,1735065022.6011422
Singing the Hard Intervals:M7,3.3333333333333335,1735175005.8593647
Singing the Hard Intervals:-M7,3.142857142857143,1735175005.8593647
Singing the Hard Intervals:-Aug4,2.5,1735175005.8593647
Singing the Hard Intervals:m6,2.4,1735175005.8593647
Singing the Hard Intervals:Aug4,2.2222222222222223,1735175005.8593647
Singing the Hard Intervals:-m7,1.9,1735175005.8593647
Singing the Hard Intervals:-m6,1.8,1735175005.8593647
Singing the Medium Intervals:P4,3.8666666666666667,1735175642.568489
Singing the Medium Intervals:-M2,3.8,1735175642.568489
Singing the Medium Intervals:-m3,3.6153846153846154,1735175642.568489
Singing the Medium Intervals:M6,3.25,1735175642.568489
Singing the Medium Intervals:-M6,3.25,1735175642.568489
Singing the Medium Intervals:P5,3.076923076923077,1735175642.568489
Singing the Medium Intervals:m7,2.888888888888889,1735175642.568489
Singing the Medium Intervals:-P5,2.8333333333333335,1735175642.568489
Singing the Easy Intervals:m2,4.0,1735176185.353591
Singing the Easy Intervals:-M2,4.0,1735176185.353591
Singing the Easy Intervals:-m2,4.0,1735176185.353591
Singing the Easy Intervals:M2,4.0,1735176185.353591
Singing the Easy Intervals:P4,3.6363636363636362,1735176185.353591
Singing the Easy Intervals:m3,3.6,1735176185.353591
Singing the Easy Intervals:-P4,3.5454545454545454,1735176185.353591
Singing the Hard Intervals:M7,3.4285714285714284,1735249386.9338796
Singing the Hard Intervals:-M7,3.142857142857143,1735249386.9338796
Singing the Hard Intervals:-Aug4,2.4545454545454546,1735249386.9338796
Singing the Hard Intervals:m6,2.4,1735249386.9338796
Singing the Hard Intervals:Aug4,2.1666666666666665,1735249386.9338796
Singing the Hard Intervals:-m7,1.9,1735249386.9338796
Singing the Hard Intervals:-m6,1.8181818181818181,1735249386.9338796
Singing the Medium Intervals:-m3,3.7058823529411766,1735250041.2159774
Singing the Medium Intervals:-M6,3.2941176470588234,1735250041.2159774
Singing the Medium Intervals:M6,3.238095238095238,1735250041.2159774
Singing the Medium Intervals:m7,3.1875,1735250041.2159774
Singing the Medium Intervals:-P5,3.1666666666666665,1735250041.2159774
Singing the Medium Intervals:P5,3.111111111111111,1735250041.2159774
Singing the Easy Intervals:m2,4.0,1735250405.8656595
Singing the Easy Intervals:-M2,4.0,1735250405.8656595
Singing the Easy Intervals:-m2,4.0,1735250405.8656595
Singing the Easy Intervals:M2,4.0,1735250405.8656595
Singing the Easy Intervals:P4,3.75,1735250405.8656595
Singing the Easy Intervals:m3,3.7142857142857144,1735250405.8656595
Singing the Easy Intervals:-P4,3.6470588235294117,1735250405.8656595
Singing the Hard Intervals:M7,3.4285714285714284,1735318703.8041189
Singing the Hard Intervals:-M7,3.0,1735318703.8041189
Singing the Hard Intervals:-Aug4,2.4545454545454546,1735318703.8041189
Singing the Hard Intervals:m6,2.3333333333333335,1735318703.8041189
Singing the Hard Intervals:Aug4,2.1538461538461537,1735318703.8041189
Singing the Hard Intervals:-m7,1.9230769230769231,1735318703.8041189
Singing the Hard Intervals:-m6,1.9166666666666667,1735318703.8041189
Singing the Medium Intervals:-m3,3.761904761904762,1735319329.7195103
Singing the Medium Intervals:-P5,3.3043478260869565,1735319329.7195103
Singing the Medium Intervals:M6,3.230769230769231,1735319329.7195103
Singing the Medium Intervals:-M6,3.1904761904761907,1735319329.7195103
Singing the Medium Intervals:m7,3.1363636363636362,1735319329.7195103
Singing the Medium Intervals:P5,3.0833333333333335,1735319329.7195103
Singing the Hard Intervals:M7,3.4285714285714284,1735407083.2237175
Singing the Hard Intervals:-M7,3.0,1735407083.2237175
Singing the Hard Intervals:-Aug4,2.5,1735407083.2237175
Singing the Hard Intervals:m6,2.4285714285714284,1735407083.2237175
Singing the Hard Intervals:Aug4,2.2142857142857144,1735407083.2237175
Singing the Hard Intervals:-m6,1.9166666666666667,1735407083.2237175
Singing the Hard Intervals:-m7,1.8666666666666667,1735407083.2237175
Singing the Medium Intervals:-m3,3.7916666666666665,1735407738.3318808
Singing the Medium Intervals:-P5,3.466666666666667,1735407738.3318808
Singing the Medium Intervals:M6,3.2666666666666666,1735407738.3318808
Singing the Medium Intervals:-M6,3.1666666666666665,1735407738.3318808
Singing the Medium Intervals:P5,3.1333333333333333,1735407738.3318808
Singing the Medium Intervals:m7,3.107142857142857,1735407738.3318808
Singing the Easy Intervals:m2,4.0,1735408078.1677697
Singing the Easy Intervals:-M2,4.0,1735408078.1677697
Singing the Easy Intervals:-m2,4.0,1735408078.1677697
Singing the Easy Intervals:M2,4.0,1735408078.1677697
Singing the Easy Intervals:P4,3.7777777777777777,1735408078.1677697
Singing the Easy Intervals:M3,3.75,1735408078.1677697
Singing the Easy Intervals:m3,3.7142857142857144,1735408078.1677697
Singing the Easy Intervals:-P4,3.6470588235294117,1735408078.1677697
Singing the Easy Intervals:-M3,2.75,1735408078.1677697
Singing the Hard Intervals:M7,3.375,1735499093.5415342
Singing the Hard Intervals:-M7,3.0,1735499093.5415342
Singing the Hard Intervals:m6,2.5,1735499093.5415342
Singing the Hard Intervals:-Aug4,2.5,1735499093.5415342
Singing the Hard Intervals:Aug4,2.2666666666666666,1735499093.5415342
Singing the Hard Intervals:-m6,1.9230769230769231,1735499093.5415342
Singing the Hard Intervals:-m7,1.8823529411764706,1735499093.5415342
Singing the Medium Intervals:-m3,3.8275862068965516,1735499725.664982
Singing the Medium Intervals:-P5,3.6,1735499725.664982
Singing the Medium Intervals:M6,3.3,1735499725.664982
Singing the Medium Intervals:P5,3.3,1735499725.664982
Singing the Medium Intervals:-M6,3.1379310344827585,1735499725.664982
Singing the Medium Intervals:m7,3.1333333333333333,1735499725.664982
Singing the Hard Intervals:M7,3.375,1735578169.967108
Singing the Hard Intervals:-M7,3.0,1735578169.967108
Singing the Hard Intervals:m6,2.8,1735578169.967108
Singing the Hard Intervals:-Aug4,2.5714285714285716,1735578169.967108
Singing the Hard Intervals:Aug4,2.3125,1735578169.967108
Singing the Hard Intervals:-m6,2.0,1735578169.967108
Singing the Hard Intervals:-m7,1.9444444444444444,1735578169.967108
Singing the Medium Intervals:-m3,4.0,1735578803.7281904
Singing the Medium Intervals:-P5,3.566666666666667,1735578803.7281904
Singing the Medium Intervals:P5,3.466666666666667,1735578803.7281904
Singing the Medium Intervals:M6,3.2666666666666666,1735578803.7281904
Singing the Medium Intervals:m7,3.2,1735578803.7281904
Singing the Medium Intervals:-M6,3.1666666666666665,1735578803.7281904
Singing the Easy Intervals:m2,4.0,1735579581.7631164
Singing the Easy Intervals:-M2,4.0,1735579581.7631164
Singing the Easy Intervals:-m2,4.0,1735579581.7631164
Singing the Easy Intervals:M2,4.0,1735579581.7631164
Singing the Easy Intervals:-m3,3.9285714285714284,1735579581.7631164
Singing the Easy Intervals:M3,3.8,1735579581.7631164
Singing the Easy Intervals:P4,3.789473684210526,1735579581.7631164
Singing the Easy Intervals:m3,3.6875,1735579581.7631164
Singing the Easy Intervals:-P4,3.6470588235294117,1735579581.7631164
Singing the Easy Intervals:-M3,2.8,1735579581.7631164
Singing the Hard Intervals:M7,3.375,1735771518.8861492
Singing the Hard Intervals:-M7,3.0,1735771518.8861492
Singing the Hard Intervals:m6,2.8181818181818183,1735771518.8861492
Singing the Hard Intervals:-Aug4,2.5714285714285716,1735771518.8861492
Singing the Hard Intervals:Aug4,2.3333333333333335,1735771518.8861492
Singing the Hard Intervals:-m6,2.1176470588235294,1735771518.8861492
Singing the Hard Intervals:-m7,2.0952380952380953,1735771518.8861492
Singing the Medium Intervals:-P5,3.6333333333333333,1735772143.7835858
Singing the Medium Intervals:P5,3.566666666666667,1735772143.7835858
Singing the Medium Intervals:M6,3.5,1735772143.7835858
Singing the Medium Intervals:m7,3.1666666666666665,1735772143.7835858
Singing the Medium Intervals:-M6,3.066666666666667,1735772143.7835858
Singing the Easy Intervals:m2,4.0,1735772484.2677271
Singing the Easy Intervals:-M2,4.0,1735772484.2677271
Singing the Easy Intervals:-m2,4.0,1735772484.2677271
Singing the Easy Intervals:-m3,3.933333333333333,1735772484.2677271
Singing the Easy Intervals:M2,3.857142857142857,1735772484.2677271
Singing the Easy Intervals:P4,3.8260869565217392,1735772484.2677271
Singing the Easy Intervals:M3,3.736842105263158,1735772484.2677271
Singing the Easy Intervals:m3,3.6315789473684212,1735772484.2677271
Singing the Easy Intervals:-P4,3.5714285714285716,1735772484.2677271
Singing the Easy Intervals:-M3,2.736842105263158,1735772484.2677271
Singing the Hard Intervals:M7,3.375,1735840843.18817
Singing the Hard Intervals:-M7,3.0,1735840843.18817
Singing the Hard Intervals:m6,2.8181818181818183,1735840843.18817
Singing the Hard Intervals:-Aug4,2.533333333333333,1735840843.18817
Singing the Hard Intervals:Aug4,2.3684210526315788,1735840843.18817
Singing the Hard Intervals:-m6,2.2,1735840843.18817
Singing the Hard Intervals:-m7,2.130434782608696,1735840843.18817
Singing the Medium Intervals:-P5,3.8,1735841477.2053874
Singing the Medium Intervals:P5,3.7666666666666666,1735841477.2053874
Singing the Medium Intervals:M6,3.6,1735841477.2053874
Singing the Medium Intervals:-M6,3.3,1735841477.2053874
Singing the Medium Intervals:m7,3.1666666666666665,1735841477.2053874
Singing the Hard Intervals:M7,3.4444444444444446,1735928423.779605
Singing the Hard Intervals:-M7,3.0,1735928423.779605
Singing the Hard Intervals:m6,2.8333333333333335,1735928423.779605
Singing the Hard Intervals:-Aug4,2.5625,1735928423.779605
Singing the Hard Intervals:Aug4,2.4,1735928423.779605
Singing the Hard Intervals:-m6,2.260869565217391,1735928423.779605
Singing the Hard Intervals:-m7,2.125,1735928423.779605
Singing the Medium Intervals:P5,3.9,1735929067.5409973
Singing the Medium Intervals:-P5,3.7666666666666666,1735929067.5409973
Singing the Medium Intervals:M6,3.6333333333333333,1735929067.5409973
Singing the Medium Intervals:-M6,3.4,1735929067.5409973
Singing the Medium Intervals:m7,3.2333333333333334,1735929067.5409973
Singing the Easy Intervals:m2,4.0,1735929490.9177513
Singing the Easy Intervals:-M2,4.0,1735929490.9177513
Singing the Easy Intervals:-m2,4.0,1735929490.9177513
Singing the Easy Intervals:-m3,3.9375,1735929490.9177513
Singing the Easy Intervals:P5,3.909090909090909,1735929490.9177513
Singing the Easy Intervals:M2,3.8636363636363638,1735929490.9177513
Singing the Easy Intervals:P4,3.730769230769231,1735929490.9177513
Singing the Easy Intervals:M3,3.6818181818181817,1735929490.9177513
Singing the Easy Intervals:m3,3.619047619047619,1735929490.9177513
Singing the Easy Intervals:-P4,3.5,1735929490.9177513
Singing the Easy Intervals:-M3,2.8461538461538463,1735929490.9177513
Singing the Hard Intervals:M7,3.4444444444444446,1736104369.14925
Singing the Hard Intervals:-M7,3.0,1736104369.14925
Singing the Hard Intervals:m6,2.8333333333333335,1736104369.14925
Singing the Hard Intervals:-Aug4,2.588235294117647,1736104369.14925
Singing the Hard Intervals:Aug4,2.4545454545454546,1736104369.14925
Singing the Hard Intervals:-m6,2.3461538461538463,1736104369.14925
Singing the Hard Intervals:-m7,2.16,1736104369.14925
Singing the Medium Intervals:-P5,3.7666666666666666,1736105009.156164
Singing the Medium Intervals:M6,3.7,1736105009.156164
Singing the Medium Intervals:-M6,3.5,1736105009.156164
Singing the Medium Intervals:m7,3.2666666666666666,1736105009.156164
Singing the Easy Intervals:m2,4.0,1736105335.9211125
Singing the Easy Intervals:-m2,3.95,1736105335.9211125
Singing the Easy Intervals:-m3,3.9444444444444446,1736105335.9211125
Singing the Easy Intervals:-M2,3.933333333333333,1736105335.9211125
Singing the Easy Intervals:M2,3.88,1736105335.9211125
Singing the Easy Intervals:P5,3.7857142857142856,1736105335.9211125
Singing the Easy Intervals:P4,3.7666666666666666,1736105335.9211125
Singing the Easy Intervals:M3,3.72,1736105335.9211125
Singing the Easy Intervals:m3,3.68,1736105335.9211125
Singing the Easy Intervals:-P4,3.5384615384615383,1736105335.9211125
Singing the Easy Intervals:-M3,2.9,1736105335.9211125
Singing the Hard Intervals:M7,3.4444444444444446,1736192336.3130322
Singing the Hard Intervals:-M7,3.0625,1736192336.3130322
Singing the Hard Intervals:m6,2.8333333333333335,1736192336.3130322
Singing the Hard Intervals:-Aug4,2.611111111111111,1736192336.3130322
Singing the Hard Intervals:Aug4,2.4545454545454546,1736192336.3130322
Singing the Hard Intervals:-m6,2.3703703703703702,1736192336.3130322
Singing the Hard Intervals:-m7,2.2142857142857144,1736192336.3130322
Singing the Hard Intervals:M7,3.5,1736310497.5994456
Singing the Hard Intervals:-M7,3.0625,1736310497.5994456
Singing the Hard Intervals:m6,2.8333333333333335,1736310497.5994456
Singing the Hard Intervals:-Aug4,2.7,1736310497.5994456
Singing the Hard Intervals:Aug4,2.4545454545454546,1736310497.5994456
Singing the Hard Intervals:-m6,2.433333333333333,1736310497.5994456
Singing the Hard Intervals:-m7,2.2413793103448274,1736310497.5994456
Singing the Medium Intervals:-P5,3.9,1736312225.185975
Singing the Medium Intervals:M6,3.7,1736312225.185975
Singing the Medium Intervals:-M6,3.433333333333333,1736312225.185975
Singing the Medium Intervals:m7,3.1,1736312225.185975
Singing the Easy Intervals:m2,4.0,1736312631.8088694
Singing the Easy Intervals:-m2,3.9565217391304346,1736312631.8088694
Singing the Easy Intervals:-M2,3.9444444444444446,1736312631.8088694
Singing the Easy Intervals:-m3,3.9444444444444446,1736312631.8088694
Singing the Easy Intervals:M2,3.88,1736312631.8088694
Singing the Easy Intervals:P4,3.8,1736312631.8088694
Singing the Easy Intervals:M3,3.7142857142857144,1736312631.8088694
Singing the Easy Intervals:P5,3.7058823529411766,1736312631.8088694
Singing the Easy Intervals:m3,3.7037037037037037,1736312631.8088694
Singing the Easy Intervals:-P4,3.6666666666666665,1736312631.8088694
Singing the Easy Intervals:-P5,3.4,1736312631.8088694
Singing the Easy Intervals:-M3,2.966666666666667,1736312631.8088694
Singing the Hard Intervals:M7,3.5454545454545454,1736704468.211147
Singing the Hard Intervals:-M7,3.1176470588235294,1736704468.211147
Singing the Hard Intervals:m6,2.923076923076923,1736704468.211147
Singing the Hard Intervals:-Aug4,2.727272727272727,1736704468.211147
Singing the Hard Intervals:-m6,2.533333333333333,1736704468.211147
Singing the Hard Intervals:Aug4,2.4545454545454546,1736704468.211147
Singing the Hard Intervals:-m7,2.3333333333333335,1736704468.211147
Singing the Medium Intervals:M6,3.6,1736705106.3019457
Singing the Medium Intervals:m7,3.2666666666666666,1736705106.3019457
Singing the Medium Intervals:-M6,3.1666666666666665,1736705106.3019457
Singing the Easy Intervals:m2,4.0,1736705426.573827
Singing the Easy Intervals:-m2,3.96,1736705426.573827
Singing the Easy Intervals:-M2,3.9523809523809526,1736705426.573827
Singing the Easy Intervals:-m3,3.95,1736705426.573827
Singing the Easy Intervals:M2,3.888888888888889,1736705426.573827
Singing the Easy Intervals:P4,3.8666666666666667,1736705426.573827
Singing the Easy Intervals:-P4,3.7333333333333334,1736705426.573827
Singing the Easy Intervals:M3,3.7333333333333334,1736705426.573827
Singing the Easy Intervals:m3,3.7241379310344827,1736705426.573827
Singing the Easy Intervals:P5,3.7222222222222223,1736705426.573827
Singing the Easy Intervals:-P5,3.5,1736705426.573827
Singing the Easy Intervals:-M3,3.033333333333333,1736705426.573827
Singing the Hard Intervals:M7,3.5454545454545454,1736813734.15834
Singing the Hard Intervals:-M7,3.1176470588235294,1736813734.15834
Singing the Hard Intervals:m6,3.0,1736813734.15834
Singing the Hard Intervals:-Aug4,2.739130434782609,1736813734.15834
Singing the Hard Intervals:-m6,2.6,1736813734.15834
Singing the Hard Intervals:Aug4,2.5,1736813734.15834
Singing the Hard Intervals:-m7,2.4,1736813734.15834
Singing the Hard Intervals:M7,3.5833333333333335,1736974933.3099236
Singing the Hard Intervals:-M7,3.1666666666666665,1736974933.3099236
Singing the Hard Intervals:m6,3.0,1736974933.3099236
Singing the Hard Intervals:-Aug4,2.75,1736974933.3099236
Singing the Hard Intervals:-m6,2.6333333333333333,1736974933.3099236
Singing the Hard Intervals:Aug4,2.5384615384615383,1736974933.3099236
Singing the Hard Intervals:-m7,2.466666666666667,1736974933.3099236
Singing the Hard Intervals:M7,3.642857142857143,1737216462.399169
Singing the Hard Intervals:-M7,3.1666666666666665,1737216462.399169
Singing the Hard Intervals:m6,3.0625,1737216462.399169
Singing the Hard Intervals:-Aug4,2.730769230769231,1737216462.399169
Singing the Hard Intervals:-m6,2.6666666666666665,1737216462.399169
Singing the Hard Intervals:Aug4,2.5384615384615383,1737216462.399169
Singing the Hard Intervals:-m7,2.533333333333333,1737216462.399169
Singing the Medium Intervals:M6,3.2666666666666666,1737217083.8421614
Singing the Medium Intervals:-M6,3.1666666666666665,1737217083.8421614
Singing the Medium Intervals:m7,3.1,1737217083.8421614
Singing the Easy Intervals:m2,4.0,1737217407.8777668
Singing the Easy Intervals:-m2,3.962962962962963,1737217407.8777668
Singing the Easy Intervals:-m3,3.9565217391304346,1737217407.8777668
Singing the Easy Intervals:-M2,3.9545454545454546,1737217407.8777668
Singing the Easy Intervals:M2,3.892857142857143,1737217407.8777668
Singing the Easy Intervals:P4,3.8666666666666667,1737217407.8777668
Singing the Easy Intervals:m3,3.8,1737217407.8777668
Singing the Easy Intervals:M3,3.7666666666666666,1737217407.8777668
Singing the Easy Intervals:-P4,3.7,1737217407.8777668
Singing the Easy Intervals:-P5,3.5555555555555554,1737217407.8777668
Singing the Easy Intervals:P5,3.55,1737217407.8777668
Singing the Easy Intervals:-M3,2.966666666666667,1737217407.8777668
Singing the Hard Intervals:M7,3.6875,1737319771.2698843
Singing the Hard Intervals:-M7,3.210526315789474,1737319771.2698843
Singing the Hard Intervals:m6,3.0588235294117645,1737319771.2698843
Singing the Hard Intervals:-m6,2.7666666666666666,1737319771.2698843
Singing the Hard Intervals:-Aug4,2.7241379310344827,1737319771.2698843
Singing the Hard Intervals:-m7,2.533333333333333,1737319771.2698843
Singing the Hard Intervals:Aug4,2.5185185185185186,1737319771.2698843
Singing the Medium Intervals:-M6,3.5,1737320434.7253456
Singing the Medium Intervals:m7,3.3666666666666667,1737320434.7253456
Singing the Medium Intervals:M6,3.3333333333333335,1737320434.7253456
Singing the Easy Intervals:m2,4.0,1737321008.4309595
Singing the Easy Intervals:-m2,3.966666666666667,1737321008.4309595
Singing the Easy Intervals:-m3,3.9615384615384617,1737321008.4309595
Singing the Easy Intervals:-M2,3.96,1737321008.4309595
Singing the Easy Intervals:M2,3.896551724137931,1737321008.4309595
Singing the Easy Intervals:P4,3.8666666666666667,1737321008.4309595
Singing the Easy Intervals:m3,3.8,1737321008.4309595
Singing the Easy Intervals:M3,3.7666666666666666,1737321008.4309595
Singing the Easy Intervals:-P4,3.7,1737321008.4309595
Singing the Easy Intervals:-P5,3.6,1737321008.4309595
Singing the Easy Intervals:P5,3.5652173913043477,1737321008.4309595
Singing the Easy Intervals:-M3,2.8666666666666667,1737321008.4309595
Singing the Hard Intervals:M7,3.6875,1737388854.2912273
Singing the Hard Intervals:-M7,3.25,1737388854.2912273
Singing the Hard Intervals:m6,3.111111111111111,1737388854.2912273
Singing the Hard Intervals:-m6,2.7666666666666666,1737388854.2912273
Singing the Hard Intervals:-Aug4,2.7666666666666666,1737388854.2912273
Singing the Hard Intervals:-m7,2.6666666666666665,1737388854.2912273
Singing the Hard Intervals:Aug4,2.5172413793103448,1737388854.2912273
Singing the Medium Intervals:m7,3.466666666666667,1737389472.2026544
Singing the Medium Intervals:M6,3.433333333333333,1737389472.2026544
Singing the Medium Intervals:-M6,3.3666666666666667,1737389472.2026544
Singing the Easy Intervals:m2,4.0,1737390949.967021
